PID,TrackName,CarName,EventDate,Lap,LapTime,Corr Speed kmh_Min,Corr Speed kmh_Max,Corr Speed kmh_Avg,Corr Speed kmh_Start,Corr Speed kmh_End,Corr Speed kmh_Std Dev,BRAKE _Min,BRAKE _Max,BRAKE _Avg,BRAKE _Start,BRAKE _End,BRAKE _Std Dev,Oversteer _Min,Oversteer _Max,Oversteer _Avg,Oversteer _Start,Oversteer _End,Oversteer _Std Dev,ROTY s_Min,ROTY s_Max,ROTY s_Avg,ROTY s_Start,ROTY s_End,ROTY s_Std Dev,THROTTLE _Min,THROTTLE _Max,THROTTLE _Avg,THROTTLE _Start,THROTTLE _End,THROTTLE _Std Dev,abs glat_Max,abs glat_Avg,abs glat_Start,abs glat_End,abs glat_Std Dev,abs glong_Min,abs glong_Max,abs glong_Avg,abs glong_Start,abs glong_End,abs glong_Std Dev,abs Steerangle_Min,abs Steerangle_Max,abs Steerangle_Avg,abs Steerangle_Start,abs Steerangle_End,abs Steerangle_Std Dev,lane deviation_Min,lane deviation_Max,lane deviation_Avg,lane deviation_Start,lane deviation_End,lane deviation_Std Dev,steering reversal rate per lap_Min,steering reversal rate per lap_Max,steering reversal rate per lap_Avg,steering reversal rate per lap_Start,steering reversal rate per lap_End,steering reversal rate per lap_Std Dev,steering reversal rate per sector_Min,steering reversal rate per sector_Max,steering reversal rate per sector_Avg,steering reversal rate per sector_Start,steering reversal rate per sector_End,steering reversal rate per sector_Std Dev,understeer_Min,understeer_Max,understeer_Avg,understeer_Start,understeer_End,understeer_Change,understeer_Std Dev,z,outlier,validlap,cluster,cluster_label,THROTTLE width_Avg,Throttle_duration_Avg,Throttle application speed_Avg,Throttle release application_Avg,Steer_Peakvalue_Avg,Steer_PeakTime_Avg,number of crossing_Avg,Cumulative angular travel_Avg,angular velosity_Avg,number of direction changed_Avg,steering angle_RMS,number of crossing,Brake_length_Avg,Brake_duration_Avg,Trail_braking_duration_Avg
P116,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,92.272,45.4,227.5,139.7,190.8,189.1,39.8,0.0,100.0,14.0,0.0,0.0,29.0,-6.93,1.45,-1.37,-0.46,-0.23,1.47,-53.92,44.84,3.89,2.79,0.77,17.1,0.0,100.0,70.0,100.0,100.0,38.0,2.6,0.75,0.22,0.06,0.54,0.0,1.72,0.44,0.27,0.27,0.35,-0.0,116.35,29.02,6.0,2.58,29.9,0.0,1.0,0.25,0.0,0.0,0.44,0.0,23.45,11.51,16.24,8.91,7.34,0.0,3.72,0.52,0.25,0.0,0.72,0.0,6.93,1.39,0.46,0.23,-0.22,1.45,-0.6407262776168532,0,1,1,Fast,364.625,7.292500000000018,6.249999999999984,271.875,77.79625,43.5375,33.0,3023.0,32.78030795922793,266.0,41.671394223236035,33.0,49.5,26.879999999999995,26.72
P116,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,90.333,70.3,225.9,142.4,189.1,191.5,36.8,0.0,100.0,12.0,0.0,0.0,25.0,-9.08,2.5,-1.51,-0.23,-0.3,1.84,-39.55,49.4,3.96,0.77,2.73,17.3,0.0,100.0,70.0,100.0,100.0,38.0,2.98,0.77,0.06,0.15,0.56,0.0,1.82,0.41,0.27,0.27,0.35,-0.0,138.26,29.3,2.58,3.91,32.48,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.4,11.85,8.91,9.36,7.09,0.0,4.08,0.45,0.0,0.0,0.73,0.0,9.08,1.54,0.23,0.3,0.07,1.81,-0.7700616599581278,0,1,1,Fast,300.7142857142857,6.014285714285718,7.142857142857139,229.85714285714286,78.66,40.68188888888889,31.0,3218.0,35.639946855624444,297.0,43.751618975485755,31.0,175.375,23.899999999999995,22.96
P116,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,104.17,0.0,228.0,125.1,191.5,190.7,51.3,0.0,100.0,13.0,0.0,0.0,28.0,-7.39,26.18,-0.82,-0.3,-0.53,3.12,-57.21,94.76,6.82,2.73,3.53,19.95,0.0,100.0,69.0,100.0,100.0,38.0,2.28,0.7,0.15,0.25,0.53,0.0,1.89,0.42,0.27,0.26,0.35,-0.0,240.0,43.95,3.91,7.2,57.27,0.0,1.0,0.27,0.0,0.0,0.44,0.0,27.78,14.5,9.36,5.56,7.99,0.0,4.07,0.62,0.0,0.73,0.76,0.0,7.39,1.26,0.3,0.53,0.23,1.59,0.1528953722523984,0,1,2,Medium,399.625,7.992499999999978,6.250000000000017,269.75,106.886,46.408,38.0,5197.0,49.894393241167435,267.0,72.19730629924055,38.0,204.75,59.74000000000002,58.22000000000003
P116,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,110.49,0.0,226.6,118.4,190.7,190.3,57.3,0.0,100.0,15.0,0.0,0.0,29.0,-7.42,20.06,-0.84,-0.53,-0.11,2.64,-66.66,68.83,3.24,3.53,1.0,17.95,0.0,100.0,65.0,100.0,100.0,41.0,4.02,0.65,0.25,0.03,0.56,0.0,18.79,0.45,0.26,0.27,0.52,-0.0,217.71,37.72,7.2,1.23,44.4,0.0,1.0,0.22,0.0,0.0,0.42,0.0,24.7,12.11,5.56,19.76,6.86,0.0,4.17,0.5,0.73,0.07,0.7,0.0,7.42,1.12,0.53,0.11,-0.42,1.42,0.5744526782848128,0,1,2,Medium,451.55555555555554,9.031111111111032,5.555555555555603,302.77777777777777,85.88181818181818,54.970000000000006,35.0,4561.0,41.30001810610175,256.0,58.26994253601475,35.0,148.41666666666663,127.34,126.92000000000002
P116,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,92.35,55.4,226.2,139.1,190.3,189.5,38.0,0.0,100.0,13.0,0.0,0.0,27.0,-4.94,4.55,-1.2,-0.11,-0.47,1.25,-69.43,52.1,3.89,1.0,2.53,16.9,0.0,100.0,68.0,100.0,100.0,39.0,2.66,0.73,0.03,0.19,0.54,0.0,2.07,0.43,0.27,0.26,0.35,-0.0,106.42,26.03,1.23,6.11,25.61,0.0,1.0,0.24,0.0,0.0,0.43,0.0,22.15,11.69,19.76,17.72,6.53,0.0,3.62,0.47,0.07,0.2,0.65,0.0,4.94,1.24,0.11,0.47,0.37,1.18,-0.6355235133968337,0,1,1,Fast,424.7142857142857,8.494285714285752,7.142857142857111,327.2857142857143,64.85888888888888,41.022222222222226,38.0,2902.0,31.43816330950834,262.0,36.52250886628417,38.0,169.50000000000028,14.419999999999987,13.259999999999984
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,90.332,63.0,222.9,142.4,191.8,192.5,39.0,0.0,100.0,12.0,0.0,0.0,29.0,-6.82,6.42,-1.36,-0.67,-0.68,1.49,-36.93,48.17,3.96,4.47,3.62,17.06,0.0,100.0,66.0,100.0,100.0,42.0,3.03,0.75,0.41,0.35,0.55,0.0,1.89,0.43,0.25,0.25,0.37,-0.0,129.13,28.11,10.04,9.87,30.05,0.0,1.0,0.24,0.0,0.0,0.43,0.0,22.07,10.29,0.0,15.89,6.71,0.0,3.98,0.39,0.03,0.0,0.7,0.0,6.82,1.38,0.67,0.68,0.01,1.45,-0.770128362063513,0,1,1,Fast,236.2973484848485,4.725000000000016,6.251252605419252,202.625,69.05600000000001,45.218,29.0,2871.0,31.80106335844041,256.0,41.16043800868624,29.0,165.19009740259708,33.84000000000002,33.000000000000036
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,94.914,23.2,226.9,136.5,192.5,191.8,44.9,0.0,100.0,12.0,0.0,0.0,29.0,-8.21,2.42,-1.33,-0.68,-0.5,1.52,-40.04,57.92,3.79,3.62,3.49,16.35,0.0,100.0,63.0,100.0,100.0,42.0,2.93,0.7,0.35,0.31,0.56,0.0,1.82,0.43,0.25,0.26,0.37,-0.0,127.17,30.07,9.87,7.42,31.52,0.0,1.0,0.25,0.0,0.0,0.43,0.0,23.28,11.33,15.89,20.49,7.03,0.0,4.0,0.42,0.0,0.0,0.72,0.0,8.21,1.34,0.68,0.5,-0.18,1.51,-0.4644993151900117,0,1,1,Fast,243.86363636363635,4.87555555555553,5.557512223419271,189.44444444444446,78.0,43.46977777777778,32.0,3190.0,33.614330874604846,302.0,43.5766998190924,32.0,119.14576534576531,75.60000000000002,75.22000000000001
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,89.675,58.1,227.3,143.0,193.9,189.1,40.1,0.0,100.0,12.0,0.0,0.0,29.0,-6.33,1.86,-1.38,-0.68,-0.74,1.42,-51.24,46.36,3.99,4.9,4.92,17.16,0.0,100.0,66.0,100.0,100.0,43.0,3.25,0.77,0.4,0.37,0.58,0.0,1.83,0.44,0.25,0.23,0.37,-0.0,116.07,28.1,9.85,10.49,28.48,0.0,1.0,0.24,0.0,0.0,0.43,0.0,21.92,11.36,2.56,13.15,6.44,0.0,4.08,0.47,0.0,0.12,0.7,0.0,6.33,1.39,0.68,0.74,0.06,1.41,-0.8139516453013761,0,1,1,Fast,301.7142857142857,6.0342857142857,7.14285714285716,246.85714285714286,80.37333333333332,39.211666666666666,23.0,3158.0,35.22194958732991,302.0,40.0190452094753,23.0,135.6999999999996,11.519999999999982,10.579999999999988
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,89.43,63.6,227.3,143.2,189.1,192.4,38.6,0.0,100.0,12.0,0.0,0.0,29.0,-6.91,3.18,-1.55,-0.74,-0.95,1.67,-43.44,54.05,4.0,4.92,5.17,17.36,0.0,100.0,66.0,100.0,100.0,42.0,3.43,0.77,0.37,0.38,0.59,0.0,1.85,0.44,0.23,0.25,0.37,-0.0,135.44,30.01,10.49,13.14,30.86,0.0,1.0,0.29,0.0,0.0,0.46,0.0,26.33,12.91,13.15,21.07,8.11,0.0,4.17,0.53,0.12,0.0,0.78,0.0,6.91,1.56,0.74,0.95,0.21,1.64,-0.83029366112067,0,1,1,Fast,325.14285714285717,6.502857142857108,7.142857142857181,263.85714285714283,85.54444444444445,38.45444444444444,28.0,3268.0,36.54663386267055,286.0,43.05833403331919,28.0,137.78333333333376,41.080000000000005,40.900000000000006
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,89.07,62.9,229.6,144.1,192.4,193.1,39.3,0.0,100.0,13.0,0.0,0.0,30.0,-5.99,1.61,-1.45,-0.95,-0.67,1.58,-43.78,63.98,4.0,5.17,4.78,17.28,0.0,100.0,67.0,100.0,100.0,43.0,2.86,0.76,0.38,0.31,0.57,0.0,1.88,0.45,0.25,0.24,0.38,-0.0,135.81,28.72,13.14,9.2,30.95,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.73,11.85,21.07,13.64,6.86,0.0,3.75,0.43,0.0,0.0,0.68,0.0,5.99,1.46,0.95,0.67,-0.28,1.56,-0.8543064190592262,0,1,1,Fast,228.58333333333331,4.572499999999991,6.248860944049584,192.375,80.25999999999999,39.38444444444445,34.0,2864.0,32.15809566584325,272.0,42.231019599264265,34.0,74.17857142857156,10.800000000000026,10.900000000000007
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,87.97,61.3,229.9,145.9,193.1,193.1,39.0,0.0,100.0,13.0,0.0,0.0,31.0,-7.53,2.42,-1.63,-0.67,-0.4,1.81,-43.89,54.8,4.1,4.78,2.92,17.27,0.0,100.0,68.0,100.0,100.0,42.0,3.04,0.78,0.31,0.27,0.58,0.0,1.83,0.46,0.24,0.25,0.38,-0.0,124.57,30.72,9.2,5.97,32.45,0.0,1.0,0.28,0.0,0.0,0.45,0.0,24.57,12.81,13.64,9.83,7.63,0.0,4.18,0.52,0.0,0.0,0.78,0.0,7.53,1.64,0.67,0.4,-0.28,1.8,-0.9276787349825892,0,1,1,Fast,232.27976190476187,4.647500000000008,6.247438458976909,194.125,89.17777777777776,38.236666666666665,35.0,3040.0,34.580395724357516,231.0,44.703539160381084,35.0,45.62499999999977,8.719999999999999,8.759999999999998
P115,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,94.42,27.6,230.1,136.5,193.1,193.0,46.4,0.0,100.0,13.0,0.0,0.0,30.0,-7.16,25.63,-1.17,-0.4,-0.67,2.52,-57.91,63.27,3.78,2.92,4.69,18.06,0.0,100.0,66.0,100.0,100.0,42.0,3.25,0.73,0.27,0.38,0.57,0.0,1.85,0.46,0.25,0.23,0.38,-0.0,190.58,33.35,5.97,9.88,37.37,0.0,1.0,0.26,0.0,0.0,0.44,0.0,24.42,11.61,9.83,0.0,7.68,0.0,3.43,0.54,0.0,0.0,0.76,0.0,7.16,1.38,0.4,0.67,0.27,1.58,-0.4974501552501403,0,1,1,Fast,318.7142857142857,6.374285714285731,7.142857142857124,235.28571428571428,99.35888888888888,42.04,43.0,4060.0,43.00847457627118,281.0,50.10475255715329,43.0,99.43333333333328,30.479999999999983,30.099999999999987
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,96.589,36.6,214.7,132.9,191.7,192.5,42.5,0.0,100.0,12.0,0.0,0.0,27.0,-6.47,5.81,-1.14,-0.65,-0.63,1.51,-36.25,41.19,3.72,4.4,4.28,16.47,0.0,100.0,59.0,100.0,100.0,43.0,2.1,0.67,0.39,0.33,0.53,0.0,1.68,0.44,0.25,0.24,0.35,-0.0,139.27,30.04,9.56,8.95,33.09,0.0,1.0,0.2,0.0,0.0,0.4,0.0,19.43,10.56,11.93,6.22,5.87,0.0,3.92,0.41,0.0,0.0,0.68,0.0,6.47,1.19,0.65,0.63,-0.02,1.44,-0.3527732886703449,0,1,1,Fast,358.0,7.159999999999992,7.14285714285715,275.42857142857144,75.46666666666667,41.626555555555555,28.0,2805.0,29.043280182232348,218.0,44.69375557188595,28.0,114.58928571428555,40.959999999999965,40.31999999999998
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,101.912,19.3,214.7,126.8,192.5,192.3,47.0,0.0,100.0,14.0,0.0,0.0,30.0,-8.38,15.41,-0.85,-0.63,-0.69,2.74,-67.36,44.4,3.52,4.28,4.29,19.11,0.0,100.0,61.0,100.0,100.0,43.0,2.27,0.67,0.33,0.36,0.55,0.0,2.27,0.46,0.24,0.24,0.35,-0.0,166.83,36.48,8.95,9.96,41.36,0.0,1.0,0.25,0.0,0.0,0.43,0.0,25.4,13.47,6.22,15.24,7.81,0.0,4.07,0.66,0.0,0.0,0.88,0.0,8.38,1.23,0.63,0.69,0.06,1.68,0.0022820182933492,0,1,2,Medium,318.75,6.374999999999972,6.2500000000000275,223.625,92.47999999999999,51.35977777777778,40.0,3851.0,37.79195289499509,230.0,55.16565471609262,40.0,195.391666666667,22.41999999999999,20.67999999999998
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,90.917,64.3,220.5,141.5,192.4,192.9,37.7,0.0,100.0,10.0,0.0,0.0,24.0,-6.86,9.51,-1.38,-0.36,-0.27,1.76,-53.85,49.78,3.94,2.4,1.38,17.55,0.0,100.0,59.0,100.0,100.0,46.0,2.78,0.74,0.24,0.15,0.58,0.0,1.7,0.42,0.24,0.25,0.32,-0.0,131.67,28.76,5.41,3.75,32.26,0.0,1.0,0.26,0.0,0.0,0.44,0.0,23.7,12.2,18.26,0.0,7.19,0.0,3.93,0.46,0.0,0.0,0.76,0.0,6.86,1.43,0.36,0.27,-0.09,1.65,-0.7311076304133601,0,1,1,Fast,268.11904761904765,5.359999999999981,7.146030053812596,204.42857142857142,90.15124999999999,42.677,48.0,3411.0,37.53301056338028,252.0,43.236979538907285,48.0,195.99583333333322,48.020000000000024,46.740000000000016
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,94.15,56.2,222.4,136.4,192.9,193.0,39.5,0.0,100.0,11.0,0.0,0.0,23.0,-6.71,13.04,-1.23,-0.27,-0.3,1.71,-57.14,52.82,3.8,1.38,2.01,17.28,0.0,100.0,60.0,100.0,100.0,44.0,2.57,0.69,0.15,0.17,0.53,0.0,1.77,0.45,0.25,0.25,0.31,-0.0,129.44,28.02,3.75,4.22,31.32,0.0,1.0,0.23,0.0,0.0,0.42,0.0,21.48,10.61,0.0,0.0,6.39,0.0,4.08,0.43,0.0,0.0,0.72,0.0,6.71,1.31,0.27,0.3,0.03,1.47,-0.5154597237040565,0,1,1,Fast,258.625,5.172500000000014,6.249999999999983,205.625,80.55888888888889,42.11666666666666,35.0,3188.0,33.871653208669784,238.0,42.04860533204093,35.0,238.57142857142856,17.74000000000001,15.720000000000027
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,96.11,44.4,223.8,133.9,193.0,190.6,41.4,0.0,100.0,11.0,0.0,0.0,25.0,-10.67,14.29,-1.04,-0.3,-0.26,2.49,-75.68,101.86,3.73,2.01,1.83,19.79,0.0,100.0,60.0,100.0,100.0,45.0,2.84,0.71,0.17,0.18,0.57,0.0,1.74,0.43,0.25,0.23,0.33,-0.0,146.41,29.94,4.22,3.82,33.77,0.0,1.0,0.27,0.0,0.0,0.44,0.0,26.0,11.75,0.0,5.2,8.06,0.0,4.25,0.51,0.0,0.0,0.86,0.0,10.67,1.35,0.3,0.26,-0.04,1.7,-0.3847235971497004,0,1,1,Fast,319.5,6.389999999999986,6.250000000000013,240.875,85.15444444444444,41.85777777777778,50.0,3594.0,37.39854318418314,236.0,45.13228100552537,50.0,231.95000000000005,24.04000000000001,22.06000000000002
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,92.22,49.6,221.0,139.8,190.6,191.5,38.3,0.0,100.0,12.0,0.0,0.0,24.0,-6.69,1.4,-1.24,-0.26,-0.25,1.42,-39.34,51.93,3.87,1.83,1.44,17.0,0.0,100.0,62.0,100.0,100.0,45.0,2.36,0.72,0.18,0.14,0.56,0.0,1.62,0.46,0.23,0.25,0.3,-0.0,136.74,26.82,3.82,3.19,29.92,0.0,1.0,0.23,0.0,0.0,0.42,0.0,21.02,10.76,5.2,0.0,6.27,0.0,4.3,0.42,0.0,0.0,0.72,0.0,6.69,1.26,0.26,0.25,-0.01,1.39,-0.6441947870968672,0,1,1,Fast,301.2857142857143,6.025714285714263,7.14285714285717,237.0,78.4088888888889,39.62111111111111,41.0,2933.0,31.811279826464208,196.0,40.196485962469644,41.0,257.6583333333333,39.899999999999984,38.87999999999998
P114,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,104.32,0.0,223.1,125.8,191.5,187.4,54.0,0.0,100.0,11.0,0.0,0.0,27.0,-7.61,6.6,-1.2,-0.25,-0.45,1.65,-69.57,50.81,3.48,1.44,2.79,16.32,0.0,100.0,64.0,100.0,100.0,43.0,2.82,0.64,0.14,0.22,0.57,-0.0,21.75,0.45,0.25,0.19,0.62,-0.0,168.51,33.73,3.19,6.24,38.61,0.0,1.0,0.23,0.0,0.0,0.42,0.0,24.2,12.27,0.0,19.36,7.04,0.0,4.18,0.43,0.0,0.15,0.75,0.0,7.61,1.26,0.25,0.45,0.2,1.56,0.1629006880601292,0,1,2,Medium,210.18518518518516,4.2022222222222405,5.557514150850985,149.55555555555554,78.11272727272727,48.28818181818181,39.0,3954.0,37.90260736196319,288.0,51.27022457444585,39.0,90.75,19.02000000000001,18.380000000000017
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 2,88.927,57.4,226.7,144.1,191.9,192.7,38.3,0.0,100.0,11.0,0.0,2.0,25.0,-5.68,8.87,-1.25,-0.35,-0.33,1.42,-46.17,48.17,4.04,2.36,2.02,17.44,0.0,100.0,67.0,100.0,100.0,43.0,2.89,0.79,0.18,0.11,0.58,0.0,1.92,0.45,0.26,0.24,0.35,-0.0,124.35,27.37,5.06,4.41,27.4,0.0,1.0,0.27,0.0,0.0,0.44,0.0,24.18,11.51,4.69,14.99,7.45,0.0,3.9,0.45,0.22,0.0,0.66,0.0,5.68,1.31,0.35,0.33,-0.02,1.29,-0.8638448201292626,0,1,1,Fast,296.14285714285717,5.922857142857148,7.142857142857137,240.71428571428572,70.64666666666668,39.27622222222222,64.0,4679.0,52.620332883490775,370.0,38.72992057361242,64.0,211.6416666666667,38.17999999999996,37.03999999999995
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 3,87.642,67.4,226.7,146.7,192.7,193.5,37.5,0.0,100.0,12.0,2.0,0.0,28.0,-8.99,9.92,-1.28,-0.33,-0.28,1.77,-46.09,46.38,4.09,2.02,2.46,17.71,0.0,100.0,69.0,100.0,100.0,43.0,2.89,0.82,0.11,0.18,0.58,0.0,2.08,0.45,0.24,0.26,0.35,-0.0,157.32,28.62,4.41,3.96,29.24,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.77,11.07,14.99,2.38,7.27,0.0,3.7,0.44,0.0,0.18,0.69,0.0,8.99,1.4,0.33,0.28,-0.05,1.46,-0.9495570255488286,0,1,1,Fast,294.85714285714283,5.897142857142853,7.142857142857148,241.0,87.0525,40.632,49.0,4720.0,53.868979685003424,345.0,40.921426092505854,49.0,168.3523809523806,18.98,17.979999999999997
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 7,88.809,55.8,229.5,144.9,193.2,193.6,36.9,0.0,100.0,11.0,0.0,0.0,26.0,-9.38,13.43,-1.23,-0.13,-0.32,2.07,-60.46,58.62,4.03,0.46,2.49,17.71,0.0,100.0,70.0,100.0,100.0,43.0,3.31,0.81,0.07,0.21,0.59,0.0,1.92,0.44,0.24,0.26,0.33,-0.0,159.28,29.27,1.49,4.61,30.82,0.0,1.0,0.31,0.0,0.0,0.46,0.0,27.9,12.95,21.0,8.37,8.66,0.0,4.25,0.67,0.03,0.28,0.84,0.0,9.38,1.42,0.13,0.32,0.2,1.6,-0.8717156685646785,0,1,1,Fast,267.8333333333333,5.356666666666665,8.333333333333337,213.0,90.47125,40.176500000000004,67.0,4765.0,53.671171171171174,334.0,42.50527789167656,67.0,196.34166666666704,30.54,29.920000000000023
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 8,86.805,65.6,229.1,148.1,193.6,192.9,38.6,0.0,100.0,13.0,0.0,0.0,27.0,-8.64,5.19,-1.36,-0.32,-0.21,1.56,-59.86,49.03,4.12,2.49,1.39,17.43,0.0,100.0,70.0,100.0,100.0,44.0,2.98,0.83,0.21,0.12,0.59,0.0,1.91,0.46,0.26,0.25,0.33,-0.0,157.43,27.95,4.61,2.86,29.6,0.0,1.0,0.26,0.0,0.0,0.44,0.0,22.88,10.68,8.37,0.0,6.87,0.0,4.15,0.45,0.28,0.07,0.72,0.0,8.64,1.4,0.32,0.21,-0.11,1.5,-1.005386687755969,0,1,1,Fast,287.42857142857144,5.748571428571397,7.142857142857181,239.14285714285714,73.95333333333332,38.15166666666667,37.0,3566.0,41.09241760774372,335.0,40.72101949731451,37.0,234.45833333333343,17.539999999999992,15.739999999999988
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 9,92.44,33.3,230.3,139.2,192.9,193.4,42.5,0.0,100.0,11.0,0.0,0.0,26.0,-9.23,22.21,-1.02,-0.21,-0.4,2.69,-121.04,140.38,3.88,1.39,2.8,23.65,0.0,100.0,70.0,100.0,100.0,43.0,3.04,0.84,0.12,0.23,0.61,0.0,1.84,0.44,0.25,0.25,0.32,-0.0,240.0,31.4,2.86,5.73,35.5,0.0,1.0,0.3,0.0,0.0,0.46,0.0,27.32,13.01,0.0,16.39,8.42,0.0,5.12,0.97,0.07,0.43,1.41,0.0,9.23,1.37,0.21,0.4,0.19,1.58,-0.6295203239121946,0,1,1,Fast,228.41666666666663,4.569999999999965,6.247720641867297,162.125,92.03333333333333,40.04222222222222,46.0,4695.0,50.78970142795327,326.0,47.39416002161074,46.0,160.61025641025628,33.88000000000001,32.84000000000002
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 10,86.45,68.8,230.0,148.6,193.4,193.1,37.9,0.0,100.0,12.0,0.0,0.0,27.0,-10.1,15.14,-1.34,-0.4,-0.07,2.03,-77.02,49.25,4.13,2.8,-0.39,17.92,0.0,100.0,70.0,100.0,100.0,44.0,3.0,0.84,0.23,0.01,0.6,0.0,1.88,0.45,0.25,0.25,0.34,-0.0,171.2,29.15,5.73,0.63,32.25,0.0,1.0,0.27,0.0,0.0,0.44,0.0,23.28,11.1,16.39,13.97,7.04,0.0,4.05,0.49,0.43,0.22,0.69,0.0,10.1,1.45,0.4,0.07,-0.33,1.69,-1.0290659351676,0,1,1,Fast,208.70833333333331,4.1749999999999545,6.248752495010048,182.25,87.51249999999999,43.122499999999995,39.0,4142.0,47.917630726515505,353.0,43.47878684067106,38.0,189.27083333333331,3.200000000000003,1.6000000000000245
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 11,87.15,65.2,229.7,147.4,193.1,193.7,38.9,0.0,100.0,12.0,0.0,0.0,29.0,-8.17,16.12,-1.2,-0.07,-0.22,2.18,-64.58,57.96,4.12,-0.39,1.5,18.42,0.0,100.0,70.0,100.0,100.0,43.0,2.96,0.84,0.01,0.1,0.58,0.0,1.88,0.45,0.25,0.25,0.34,-0.0,173.47,30.01,0.63,2.97,31.43,0.0,1.0,0.31,0.0,0.0,0.46,0.0,26.72,12.51,13.97,16.03,8.34,0.0,4.15,0.51,0.22,0.27,0.76,0.0,8.17,1.41,0.07,0.22,0.15,1.5,-0.9823744613981868,0,1,1,Fast,266.85714285714283,5.337142857142875,7.142857142857118,217.85714285714286,76.78555555555555,38.461111111111116,52.0,4270.0,49.01285583103765,322.0,43.471146611230914,52.0,77.16666666666674,9.079999999999988,8.480000000000004
P113,"Laguna_Seca, Laguna_Seca",", McLaren 720S GT3","19/10/2024, ",Lap 12,105.62,0.0,230.0,125.4,193.7,193.1,56.4,0.0,100.0,10.0,0.0,0.0,22.0,-7.69,32.42,-0.42,-0.22,-0.36,4.53,-66.79,86.2,3.39,1.5,1.91,22.98,0.0,100.0,68.0,100.0,100.0,44.0,3.96,0.77,0.1,0.15,0.6,0.0,1.86,0.41,0.25,0.26,0.29,-0.0,240.0,56.51,2.97,4.88,70.95,0.0,1.0,0.28,0.0,0.0,0.45,0.0,29.75,15.0,16.03,11.9,9.7,0.0,4.13,0.77,0.27,0.28,0.87,0.0,7.69,1.19,0.22,0.36,0.13,1.4,0.2496134250604684,0,1,2,Medium,208.77777777777777,4.175555555555598,5.5555555555554985,162.0,99.53090909090908,48.00727272727272,35.0,5320.0,50.378787878787875,338.0,90.7237805432545,35.0,460.29166666666674,142.47999999999993,142.79999999999995
